Transaction_ID,Quantity,Price,Customer_Age,Family_Size,Date,Total_Sales,Day_of_Week,Month,Season,Product_Category_Clothing,Product_Category_Snacks,Product_Category_Stationery,Product_Category_Toys,Promotion_Yes
891edf2f-fd78-471a-b38f-011ebb80980f,5,0.38700449530036785,34,3,2024-09-01,0.20664579335420663,Sunday,9,Fall,False,False,True,False,True
f49504b5-70da-4840-9603-5e136274fca2,3,0.5008173273395996,36,5,2024-11-14,0.15568124431875568,Thursday,11,Fall,True,False,False,False,True
1c5e7758-b7bf-472f-a51e-ce56d60e470a,4,0.43420514916223957,34,1,2024-04-21,0.18295121704878295,Sunday,4,Spring,True,False,False,False,False
990d35bd-150e-4262-a959-e260788fddf6,2,0.5294237842255824,25,5,2024-11-20,0.10772649227350774,Wednesday,11,Fall,True,False,False,False,True
462b7897-fc9f-4ea2-b05d-0cdadd4f090e,6,0.19350224765018392,37,3,2024-06-24,0.13422886577113421,Monday,6,Summer,False,False,True,False,True
1509f80c-d547-4f49-b7a6-2fbc5976c272,4,0.4031467102574582,33,5,2024-07-26,0.17066962933037066,Friday,7,Summer,True,False,False,False,True
991785e9-23a5-4863-984c-c06ddfec3ea0,8,0.740089906007356,47,3,2024-06-01,0.6129683870316129,Saturday,6,Summer,False,False,False,True,False
1e0069e8-3a07-4e5e-89e6-2147549613a1,4,0.07723743359215367,48,4,2024-02-05,0.041793758206241795,Monday,2,Winter,False,False,False,False,True
43d3df91-4ebe-4116-801c-afeac50b04d6,7,0.24356354720065387,24,3,2024-05-06,0.1921018078981921,Monday,5,Spring,False,False,False,False,True
61dc4d6e-2023-4f3d-b79a-efa536fa7d7b,3,0.8320392317123009,36,6,2024-12-16,0.2539137460862539,Monday,12,Winter,False,False,False,False,True
ca92efb6-01de-4e7d-a1a7-0ca788b248b1,9,0.6432366162648141,47,6,2024-04-07,0.604060195939804,Sunday,4,Spring,True,False,False,False,True
46b28389-f1ed-4978-b59c-466a3283d482,8,0.6563138536984062,50,6,2024-06-14,0.5467124532875467,Friday,6,Summer,False,False,True,False,False
192135cf-1256-41b1-b5ed-7f5249748f0f,1,0.6512055578259093,42,1,2024-03-07,0.06332693667306333,Thursday,3,Spring,True,False,False,False,True
00ed971c-de47-4dc4-8b78-e3f8d8109e09,7,0.982018798528811,31,6,2024-10-17,0.7031208968791031,Thursday,10,Fall,True,False,False,False,False
bf6342c7-38f6-47d4-8686-0c89f0cdead3,8,0.15713118103800577,44,6,2024-09-05,0.15192404807595192,Thursday,9,Fall,True,False,False,False,False
bf40ab94-4479-4dc9-a7b2-7a06459ea32d,10,0.43951777686963633,25,1,2024-05-17,0.47035652964347036,Friday,5,Spring,False,False,False,False,True
85c6555d-d951-4769-b066-e1c82cfcf281,1,0.0725378013894565,50,2,2024-05-24,0.0061205938794061205,Friday,5,Spring,True,False,False,False,True
6850af7a-713b-4a57-9479-89f92b6ecfd4,2,0.19472823865958322,43,3,2024-05-24,0.04155135844864156,Friday,5,Spring,False,False,False,True,True
